value,value1,name,piece
Poradové číslo:,209,JANOWSKI HERMANN (XIX.),Panoráma nočnej Viedne
Nevydražené,,JANOWSKI HERMANN (XIX.),Panoráma nočnej Viedne
Vyvolávacia cena:,1 200 €,JANOWSKI HERMANN (XIX.),Panoráma nočnej Viedne
Poradové číslo:,210,NEZNÁMY STREDOEURÓPSKY MALIAR,V stajni
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,V stajni
Vyvolávacia cena:,1 800 €,NEZNÁMY STREDOEURÓPSKY MALIAR,V stajni
Poradové číslo:,211,SCHMITZ GEORG. L. (1851 - 1917),Jazero so zámočkom
Nevydražené,,SCHMITZ GEORG. L. (1851 - 1917),Jazero so zámočkom
Vyvolávacia cena:,1 500 €,SCHMITZ GEORG. L. (1851 - 1917),Jazero so zámočkom
Poradové číslo:,212,RICHTER LUDWIG  - pripisované (1803 - 1884),Zberači raždia
Vyvolávacia cena:,3 000 €,RICHTER LUDWIG  - pripisované (1803 - 1884),Zberači raždia
Konečná cena:,2 500 €,RICHTER LUDWIG  - pripisované (1803 - 1884),Zberači raždia
Poradové číslo:,213,DREUX DE ALFRED - pripisované (1810 - 1860),Dáma na poľovačke
Vyvolávacia cena:,4 000 €,DREUX DE ALFRED - pripisované (1810 - 1860),Dáma na poľovačke
Konečná cena:,4 000 €,DREUX DE ALFRED - pripisované (1810 - 1860),Dáma na poľovačke
Poradové číslo:,214,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Golfistka
Vyvolávacia cena:,350 €,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Golfistka
Konečná cena:,350 €,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Golfistka
Poradové číslo:,215,SEITZ GEORG - PRIPISOVANÉ (1810 - 1870),Zátišie s ovocím
Nevydražené,,SEITZ GEORG - PRIPISOVANÉ (1810 - 1870),Zátišie s ovocím
Vyvolávacia cena:,1 200 €,SEITZ GEORG - PRIPISOVANÉ (1810 - 1870),Zátišie s ovocím
Poradové číslo:,216,NEZNÁMY STREDOEURÓPSKY MALIAR,Kytica kvetov
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Kytica kvetov
Vyvolávacia cena:,2 000 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Kytica kvetov
Poradové číslo:,217,CIPPER GIACOMO FRANCESCO -  Okruh (1664 - 1736),Starena s dieťaťom
Nevydražené,,CIPPER GIACOMO FRANCESCO -  Okruh (1664 - 1736),Starena s dieťaťom
Vyvolávacia cena:,3 000 €,CIPPER GIACOMO FRANCESCO -  Okruh (1664 - 1736),Starena s dieťaťom
Poradové číslo:,218,NEZNÁMY NEMECKÝ MALIAR,Vyslúžilec
Nevydražené,,NEZNÁMY NEMECKÝ MALIAR,Vyslúžilec
Vyvolávacia cena:,250 €,NEZNÁMY NEMECKÝ MALIAR,Vyslúžilec
Poradové číslo:,219,NEZNÁMY NEMECKÝ MALIAR,Veteráni
Nevydražené,,NEZNÁMY NEMECKÝ MALIAR,Veteráni
Vyvolávacia cena:,250 €,NEZNÁMY NEMECKÝ MALIAR,Veteráni
Poradové číslo:,220,HÜTTNER JOHAN FRIEDRICH (XIX.),Portrét meštianky v čepci (Marie Soos)
Nevydražené,,HÜTTNER JOHAN FRIEDRICH (XIX.),Portrét meštianky v čepci (Marie Soos)
Vyvolávacia cena:,1 700 €,HÜTTNER JOHAN FRIEDRICH (XIX.),Portrét meštianky v čepci (Marie Soos)
Poradové číslo:,221,HÜTTNER JOHAN FRIEDRICH (XIX.),Portrét muža s fúzami (Johanes Soos)
Nevydražené,,HÜTTNER JOHAN FRIEDRICH (XIX.),Portrét muža s fúzami (Johanes Soos)
Vyvolávacia cena:,1 400 €,HÜTTNER JOHAN FRIEDRICH (XIX.),Portrét muža s fúzami (Johanes Soos)
Poradové číslo:,222,NEZNÁMY STREDOEURÓPSKY MALIAR,Detský portrét
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Detský portrét
Vyvolávacia cena:,3 200 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Detský portrét
Poradové číslo:,223,NEZNÁMY STREDOEURÓPSKY MALIAR,Portrét sediaceho mladíka
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Portrét sediaceho mladíka
Vyvolávacia cena:,2 000 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Portrét sediaceho mladíka
Poradové číslo:,224,NEZNÁMY STREDOEURÓPSKY MALIAR,Pastierik v klobúku
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Pastierik v klobúku
Vyvolávacia cena:,1 800 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Pastierik v klobúku
Poradové číslo:,225,NEZNÁMY RAKÚSKY MALIAR,Portrét dámy v ružovom
Nevydražené,,NEZNÁMY RAKÚSKY MALIAR,Portrét dámy v ružovom
Vyvolávacia cena:,500 €,NEZNÁMY RAKÚSKY MALIAR,Portrét dámy v ružovom
Poradové číslo:,226,NEZNÁMY RAKÚSKY MALIAR,Portrét ženy v zelenom
Nevydražené,,NEZNÁMY RAKÚSKY MALIAR,Portrét ženy v zelenom
Vyvolávacia cena:,500 €,NEZNÁMY RAKÚSKY MALIAR,Portrét ženy v zelenom
Poradové číslo:,227,NEZNÁMY MALIAR,Portrét muža s bokombradami
Nevydražené,,NEZNÁMY MALIAR,Portrét muža s bokombradami
Vyvolávacia cena:,1 500 €,NEZNÁMY MALIAR,Portrét muža s bokombradami
Poradové číslo:,228,NEZNÁMY MALIAR,Portrét ženy v čepci
Nevydražené,,NEZNÁMY MALIAR,Portrét ženy v čepci
Vyvolávacia cena:,1 400 €,NEZNÁMY MALIAR,Portrét ženy v čepci
Poradové číslo:,229,BADER (XIX. - XX.),Železné vráta na Dunaji I.
Vyvolávacia cena:,300 €,BADER (XIX. - XX.),Železné vráta na Dunaji I.
Konečná cena:,240 €,BADER (XIX. - XX.),Železné vráta na Dunaji I.
Poradové číslo:,230,BADER (XIX. - XX.),Železné vráta na Dunaji II.
Vyvolávacia cena:,300 €,BADER (XIX. - XX.),Železné vráta na Dunaji II.
Konečná cena:,240 €,BADER (XIX. - XX.),Železné vráta na Dunaji II.
Poradové číslo:,231,KAUFMANN KARL (1843 - 1901),Lode na mori
Nevydražené,,KAUFMANN KARL (1843 - 1901),Lode na mori
Vyvolávacia cena:,900 €,KAUFMANN KARL (1843 - 1901),Lode na mori
Poradové číslo:,232,ALLOT ROBERT (1850 - 1910),Prímorská krajina s figurálnou stafážou
Nevydražené,,ALLOT ROBERT (1850 - 1910),Prímorská krajina s figurálnou stafážou
Vyvolávacia cena:,2 000 €,ALLOT ROBERT (1850 - 1910),Prímorská krajina s figurálnou stafážou
Poradové číslo:,233,GOTZELMAN  E. (XIX.- XX.),Kotvenie lode
Vyvolávacia cena:,800 €,GOTZELMAN  E. (XIX.- XX.),Kotvenie lode
Konečná cena:,650 €,GOTZELMAN  E. (XIX.- XX.),Kotvenie lode
Poradové číslo:,234,NEZNÁMY STREDOEURÓPSKY MALIAR,Plachetnice na mori
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Plachetnice na mori
Vyvolávacia cena:,1 800 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Plachetnice na mori
Poradové číslo:,235,PIGUS (XIX. - XX.),V talianskom mestečku
Vyvolávacia cena:,300 €,PIGUS (XIX. - XX.),V talianskom mestečku
Konečná cena:,500 €,PIGUS (XIX. - XX.),V talianskom mestečku
Poradové číslo:,236,EBERL (EberlE) FRANCOIS ZDENĚK (1887 - 1962),Akt ženy
Vyvolávacia cena:,6 500 €,EBERL (EberlE) FRANCOIS ZDENĚK (1887 - 1962),Akt ženy
Konečná cena:,12 700 €,EBERL (EberlE) FRANCOIS ZDENĚK (1887 - 1962),Akt ženy
Poradové číslo:,237,EBERL (Eberle) FRANCOIS ZDENĚK (1887 - 1962),Krajina so stromami
Nevydražené,,EBERL (Eberle) FRANCOIS ZDENĚK (1887 - 1962),Krajina so stromami
Vyvolávacia cena:,1 100 €,EBERL (Eberle) FRANCOIS ZDENĚK (1887 - 1962),Krajina so stromami
Poradové číslo:,238,EBERL (Eberle) FRANCOIS ZDENĚK (1887 - 1962),Kytica kvetov
Vyvolávacia cena:,750 €,EBERL (Eberle) FRANCOIS ZDENĚK (1887 - 1962),Kytica kvetov
Konečná cena:,850 €,EBERL (Eberle) FRANCOIS ZDENĚK (1887 - 1962),Kytica kvetov
Poradové číslo:,239,EBERL (Eberle) FRANCOIS ZDENĚK (1887 - 1962),Stredomorská krajina
Nevydražené,,EBERL (Eberle) FRANCOIS ZDENĚK (1887 - 1962),Stredomorská krajina
Vyvolávacia cena:,300 €,EBERL (Eberle) FRANCOIS ZDENĚK (1887 - 1962),Stredomorská krajina
Poradové číslo:,240,DALÍ SALVATOR (1904 - 1989),Tekutý čas
Nevydražené,,DALÍ SALVATOR (1904 - 1989),Tekutý čas
Vyvolávacia cena:,700 €,DALÍ SALVATOR (1904 - 1989),Tekutý čas
Poradové číslo:,241,DALÍ SALVATOR (1904 - 1989),Plodnosť
Nevydražené,,DALÍ SALVATOR (1904 - 1989),Plodnosť
Vyvolávacia cena:,500 €,DALÍ SALVATOR (1904 - 1989),Plodnosť
Poradové číslo:,242,ANNIGONI PIETRO (1910 - 1988),Výhonok
Nevydražené,,ANNIGONI PIETRO (1910 - 1988),Výhonok
Vyvolávacia cena:,700 €,ANNIGONI PIETRO (1910 - 1988),Výhonok
Poradové číslo:,243,VASARELY VIKTOR (1908 - 1997),Konštruktivistická kompozícia II.
Nevydražené,,VASARELY VIKTOR (1908 - 1997),Konštruktivistická kompozícia II.
Vyvolávacia cena:,500 €,VASARELY VIKTOR (1908 - 1997),Konštruktivistická kompozícia II.
Poradové číslo:,244,VASARELY VIKTOR (1908 - 1997),Konštruktivistická kompozícia I.
Nevydražené,,VASARELY VIKTOR (1908 - 1997),Konštruktivistická kompozícia I.
Vyvolávacia cena:,500 €,VASARELY VIKTOR (1908 - 1997),Konštruktivistická kompozícia I.
Poradové číslo:,245,POSUDEVSKY SLAVA (1963),Kompozícia
Nevydražené,,POSUDEVSKY SLAVA (1963),Kompozícia
Vyvolávacia cena:,50 €,POSUDEVSKY SLAVA (1963),Kompozícia
Poradové číslo:,246,ŠPILLAR RUDOLF VOJTĚCH (1878 - 1949),Portrét mladej tanečnice
Vyvolávacia cena:,800 €,ŠPILLAR RUDOLF VOJTĚCH (1878 - 1949),Portrét mladej tanečnice
Konečná cena:,800 €,ŠPILLAR RUDOLF VOJTĚCH (1878 - 1949),Portrét mladej tanečnice
Poradové číslo:,247,JIROUDEK FRANTIŠEK (1914 - 1991),Náčrt prímorskej krajiny
Nevydražené,,JIROUDEK FRANTIŠEK (1914 - 1991),Náčrt prímorskej krajiny
Vyvolávacia cena:,100 €,JIROUDEK FRANTIŠEK (1914 - 1991),Náčrt prímorskej krajiny
Poradové číslo:,248,JELÍNEK RUDOLF (1886 - 1950),Na morskom útese
Vyvolávacia cena:,600 €,JELÍNEK RUDOLF (1886 - 1950),Na morskom útese
Konečná cena:,950 €,JELÍNEK RUDOLF (1886 - 1950),Na morskom útese
Poradové číslo:,249,BLAŽEK ZDEŇEK (1904 - 2000),Krajina
Nevydražené,,BLAŽEK ZDEŇEK (1904 - 2000),Krajina
Vyvolávacia cena:,200 €,BLAŽEK ZDEŇEK (1904 - 2000),Krajina
Poradové číslo:,250,LIDICKÝ KAREL (1900 - 1976),Smútok
Nevydražené,,LIDICKÝ KAREL (1900 - 1976),Smútok
Vyvolávacia cena:,1 200 €,LIDICKÝ KAREL (1900 - 1976),Smútok
Poradové číslo:,251,LAUDA JAN (1898 - 1959),Dary zeme
Vyvolávacia cena:,1 200 €,LAUDA JAN (1898 - 1959),Dary zeme
Konečná cena:,1 200 €,LAUDA JAN (1898 - 1959),Dary zeme
Poradové číslo:,252,KOLÁŘ JIŘÍ (1914 - 2002),Napoleon a Madamme Moitessier
Vyvolávacia cena:,800 €,KOLÁŘ JIŘÍ (1914 - 2002),Napoleon a Madamme Moitessier
Konečná cena:,800 €,KOLÁŘ JIŘÍ (1914 - 2002),Napoleon a Madamme Moitessier
Poradové číslo:,253,ŠPITZ ERNEST (1927 - 1960),Muškát
Nevydražené,,ŠPITZ ERNEST (1927 - 1960),Muškát
Vyvolávacia cena:,1 100 €,ŠPITZ ERNEST (1927 - 1960),Muškát
Poradové číslo:,254,ŠPITZ ERNEST (1927 - 1960),Klaun
Nevydražené,,ŠPITZ ERNEST (1927 - 1960),Klaun
Vyvolávacia cena:,600 €,ŠPITZ ERNEST (1927 - 1960),Klaun
Poradové číslo:,255,ŠPITZ ERNEST (1927 - 1960),Hlava dievčaťa
Nevydražené,,ŠPITZ ERNEST (1927 - 1960),Hlava dievčaťa
Vyvolávacia cena:,400 €,ŠPITZ ERNEST (1927 - 1960),Hlava dievčaťa
Poradové číslo:,256,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Zátišie I.
Vyvolávacia cena:,200 €,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Zátišie I.
Konečná cena:,200 €,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Zátišie I.
Poradové číslo:,257,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Zátišie II.
Vyvolávacia cena:,200 €,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Zátišie II.
Konečná cena:,200 €,ZÁBOJ-KUĽHAVÝ BOHUŠ (1937),Zátišie II.
Poradové číslo:,258,TILLNER MICHAL (1895 - 1975),Na nábreží
Vyvolávacia cena:,500 €,TILLNER MICHAL (1895 - 1975),Na nábreží
Konečná cena:,400 €,TILLNER MICHAL (1895 - 1975),Na nábreží
Poradové číslo:,259,KUDLÁČ FRANTIŠEK (1909 - 1990),Poloakt ženy
Nevydražené,,KUDLÁČ FRANTIŠEK (1909 - 1990),Poloakt ženy
Vyvolávacia cena:,550 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Poloakt ženy
Poradové číslo:,260,KUDLÁČ FRANTIŠEK (1909 - 1990),Figurálna kompozícia
Nevydražené,,KUDLÁČ FRANTIŠEK (1909 - 1990),Figurálna kompozícia
Vyvolávacia cena:,380 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Figurálna kompozícia
Poradové číslo:,261,KUDLÁČ FRANTIŠEK (1909 - 1990),Dvaja
Vyvolávacia cena:,380 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Dvaja
Konečná cena:,300 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Dvaja
Poradové číslo:,262,SRNA JOZEF (1930 - 1992),Nakladanie sena
Vyvolávacia cena:,1 000 €,SRNA JOZEF (1930 - 1992),Nakladanie sena
Konečná cena:,800 €,SRNA JOZEF (1930 - 1992),Nakladanie sena
Poradové číslo:,263,HÜBEL FRANTIŠEK (1934 - 1978),Slepý muž
Nevydražené,,HÜBEL FRANTIŠEK (1934 - 1978),Slepý muž
Vyvolávacia cena:,4 000 €,HÜBEL FRANTIŠEK (1934 - 1978),Slepý muž
Poradové číslo:,264,HÜBEL FRANTIŠEK (1934 - 1978),Starenka
Nevydražené,,HÜBEL FRANTIŠEK (1934 - 1978),Starenka
Vyvolávacia cena:,4 000 €,HÜBEL FRANTIŠEK (1934 - 1978),Starenka
Poradové číslo:,265,LALUHA MILAN (1930 - 2013),Strechy
Nevydražené,,LALUHA MILAN (1930 - 2013),Strechy
Vyvolávacia cena:,9 000 €,LALUHA MILAN (1930 - 2013),Strechy
Poradové číslo:,266,LALUHA MILAN (1930 - 2013),Akt
Nevydražené,,LALUHA MILAN (1930 - 2013),Akt
Vyvolávacia cena:,2 300 €,LALUHA MILAN (1930 - 2013),Akt
Poradové číslo:,267,LALUHA MILAN (1930 - 2013),Na priedomí
Nevydražené,,LALUHA MILAN (1930 - 2013),Na priedomí
Vyvolávacia cena:,3 500 €,LALUHA MILAN (1930 - 2013),Na priedomí
Poradové číslo:,268,LALUHA MILAN (1930 - 2013),Tetka
Vyvolávacia cena:,500 €,LALUHA MILAN (1930 - 2013),Tetka
Konečná cena:,400 €,LALUHA MILAN (1930 - 2013),Tetka
Poradové číslo:,269,BARČÍK ANDREJ (1928 - 2004),Zátišie
Vyvolávacia cena:,9 900 €,BARČÍK ANDREJ (1928 - 2004),Zátišie
Konečná cena:,8 000 €,BARČÍK ANDREJ (1928 - 2004),Zátišie
Poradové číslo:,270,PAŠTÉKA MILAN (1931 - 1998),Anjel
Nevydražené,,PAŠTÉKA MILAN (1931 - 1998),Anjel
Vyvolávacia cena:,800 €,PAŠTÉKA MILAN (1931 - 1998),Anjel
Poradové číslo:,271,PAŠTÉKA MILAN (1931 - 1998),Dvaja s vázou
Vyvolávacia cena:,500 €,PAŠTÉKA MILAN (1931 - 1998),Dvaja s vázou
Konečná cena:,450 €,PAŠTÉKA MILAN (1931 - 1998),Dvaja s vázou
Poradové číslo:,272,BALKO STANISLAV (1943),Žonglér
Vyvolávacia cena:,300 €,BALKO STANISLAV (1943),Žonglér
Konečná cena:,240 €,BALKO STANISLAV (1943),Žonglér
Poradové číslo:,273,FILKO STANO (1937),Slovak Šeherezáda - Ironická mystifikácia (obojstranne maľované)
Vyvolávacia cena:,2 500 €,FILKO STANO (1937),Slovak Šeherezáda - Ironická mystifikácia (obojstranne maľované)
Konečná cena:,2 000 €,FILKO STANO (1937),Slovak Šeherezáda - Ironická mystifikácia (obojstranne maľované)
Poradové číslo:,274,STUDENÝ MICHAL (1939),"Muž, žena, milenci, matka, rodina, veľká rodina"
Vyvolávacia cena:,700 €,STUDENÝ MICHAL (1939),"Muž, žena, milenci, matka, rodina, veľká rodina"
Konečná cena:,550 €,STUDENÝ MICHAL (1939),"Muž, žena, milenci, matka, rodina, veľká rodina"
Poradové číslo:,275,STUDENÝ MICHAL (1939),Slovensko
Nevydražené,,STUDENÝ MICHAL (1939),Slovensko
Vyvolávacia cena:,550 €,STUDENÝ MICHAL (1939),Slovensko
Poradové číslo:,276,KOMPÁNEK VLADIMÍR (1927 - 2011),Akt
Vyvolávacia cena:,4 200 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Akt
Konečná cena:,4 200 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Akt
Poradové číslo:,277,KOMPÁNEK VLADIMÍR (1927 - 2011),Sánkari
Vyvolávacia cena:,4 000 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Sánkari
Konečná cena:,5 400 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Sánkari
Poradové číslo:,278,KOMPÁNEK VLADIMÍR (1927 - 2011),Zimný čas
Vyvolávacia cena:,1 500 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Zimný čas
Konečná cena:,2 500 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Zimný čas
Poradové číslo:,279,KOMPÁNEK VLADIMÍR (1927 - 2011),Spomienková zima
Vyvolávacia cena:,1 500 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Spomienková zima
Konečná cena:,3 000 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Spomienková zima
Poradové číslo:,280,KOMPÁNEK VLADIMÍR (1927 - 2011),Rodina v zime
Vyvolávacia cena:,1 300 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Rodina v zime
Konečná cena:,1 300 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Rodina v zime
Poradové číslo:,281,KOMPÁNEK VLADIMÍR (1927 - 2011),Jeseň
Vyvolávacia cena:,1 300 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Jeseň
Konečná cena:,1 500 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Jeseň
Poradové číslo:,282,KOMPÁNEK VLADIMÍR (1927 - 2011),Žena so založenými rukami
Vyvolávacia cena:,700 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Žena so založenými rukami
Konečná cena:,900 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Žena so založenými rukami
Poradové číslo:,283,KOMPÁNEK VLADIMÍR (1927 - 2011),Turoň I.
Nevydražené,,KOMPÁNEK VLADIMÍR (1927 - 2011),Turoň I.
Vyvolávacia cena:,500 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Turoň I.
Poradové číslo:,284,KOMPÁNEK VLADIMÍR (1927 - 2011),Turoň II.
Nevydražené,,KOMPÁNEK VLADIMÍR (1927 - 2011),Turoň II.
Vyvolávacia cena:,500 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Turoň II.
Poradové číslo:,285,RUDAVSKÝ ANDREJ (1933),Bojovník
Nevydražené,,RUDAVSKÝ ANDREJ (1933),Bojovník
Vyvolávacia cena:,600 €,RUDAVSKÝ ANDREJ (1933),Bojovník
Poradové číslo:,286,RUDAVSKÝ ANDREJ (1933),Ochranca
Nevydražené,,RUDAVSKÝ ANDREJ (1933),Ochranca
Vyvolávacia cena:,250 €,RUDAVSKÝ ANDREJ (1933),Ochranca
Poradové číslo:,287,RUDAVSKÁ MÁRIA (1941),Ochrankyňa
Nevydražené,,RUDAVSKÁ MÁRIA (1941),Ochrankyňa
Vyvolávacia cena:,400 €,RUDAVSKÁ MÁRIA (1941),Ochrankyňa
Poradové číslo:,288,RUDAVSKÁ MÁRIA (1941),Strážkyne
Nevydražené,,RUDAVSKÁ MÁRIA (1941),Strážkyne
Vyvolávacia cena:,250 €,RUDAVSKÁ MÁRIA (1941),Strážkyne
Poradové číslo:,289,KRIVOŠ RUDOLF (1933),Bremeno II.
Nevydražené,,KRIVOŠ RUDOLF (1933),Bremeno II.
Vyvolávacia cena:,5 000 €,KRIVOŠ RUDOLF (1933),Bremeno II.
Poradové číslo:,290,KRIVOŠ RUDOLF (1933),Súmračný laz
Nevydražené,,KRIVOŠ RUDOLF (1933),Súmračný laz
Vyvolávacia cena:,3 500 €,KRIVOŠ RUDOLF (1933),Súmračný laz
Poradové číslo:,291,KRIVOŠ RUDOLF (1933),Chalupy
Nevydražené,,KRIVOŠ RUDOLF (1933),Chalupy
Vyvolávacia cena:,2 500 €,KRIVOŠ RUDOLF (1933),Chalupy
Poradové číslo:,292,LIPTÁK FERO (1962),Oráč
Nevydražené,,LIPTÁK FERO (1962),Oráč
Vyvolávacia cena:,1 800 €,LIPTÁK FERO (1962),Oráč
Poradové číslo:,293,LIPTÁK FERO (1962),Printer
Nevydražené,,LIPTÁK FERO (1962),Printer
Vyvolávacia cena:,900 €,LIPTÁK FERO (1962),Printer
Poradové číslo:,294,LIPTÁK FERO (1962),Kunsthistorička
Nevydražené,,LIPTÁK FERO (1962),Kunsthistorička
Vyvolávacia cena:,800 €,LIPTÁK FERO (1962),Kunsthistorička
Poradové číslo:,295,BUBÁN STANO (1961),Bad Boy
Nevydražené,,BUBÁN STANO (1961),Bad Boy
Vyvolávacia cena:,4 700 €,BUBÁN STANO (1961),Bad Boy
Poradové číslo:,296,OSSIF VLADIMÍR (1954),Bez názvu I.
Nevydražené,,OSSIF VLADIMÍR (1954),Bez názvu I.
Vyvolávacia cena:,1 900 €,OSSIF VLADIMÍR (1954),Bez názvu I.
Poradové číslo:,297,OSSIF VLADIMÍR (1954),Bez názvu II.
Nevydražené,,OSSIF VLADIMÍR (1954),Bez názvu II.
Vyvolávacia cena:,700 €,OSSIF VLADIMÍR (1954),Bez názvu II.
Poradové číslo:,298,LUKÁČ MILAN (1962),Kompozícia I.
Vyvolávacia cena:,350 €,LUKÁČ MILAN (1962),Kompozícia I.
Konečná cena:,280 €,LUKÁČ MILAN (1962),Kompozícia I.
Poradové číslo:,299,HAVRILLA VLADIMÍR (1943),Moderné umenie
Nevydražené,,HAVRILLA VLADIMÍR (1943),Moderné umenie
Vyvolávacia cena:,5 800 €,HAVRILLA VLADIMÍR (1943),Moderné umenie
Poradové číslo:,300,HAVRILLA VLADIMÍR (1943),Bez názvu
Vyvolávacia cena:,350 €,HAVRILLA VLADIMÍR (1943),Bez názvu
Konečná cena:,350 €,HAVRILLA VLADIMÍR (1943),Bez názvu
Poradové číslo:,301,HAVRILLA VLADIMÍR (1943),Banana
Vyvolávacia cena:,200 €,HAVRILLA VLADIMÍR (1943),Banana
Konečná cena:,200 €,HAVRILLA VLADIMÍR (1943),Banana
Poradové číslo:,302,HAVRILLA VLADIMÍR (1943),Japonský make-up
Vyvolávacia cena:,100 €,HAVRILLA VLADIMÍR (1943),Japonský make-up
Konečná cena:,100 €,HAVRILLA VLADIMÍR (1943),Japonský make-up
Poradové číslo:,303,SIKORA RUDOLF (1946),Čierna mohyla
Vyvolávacia cena:,400 €,SIKORA RUDOLF (1946),Čierna mohyla
Konečná cena:,400 €,SIKORA RUDOLF (1946),Čierna mohyla
Poradové číslo:,304,JURSA MARTIN (1976),Jozef
Nevydražené,,JURSA MARTIN (1976),Jozef
Vyvolávacia cena:,450 €,JURSA MARTIN (1976),Jozef
Poradové číslo:,305,JURSA MARTIN (1976),Karol
Nevydražené,,JURSA MARTIN (1976),Karol
Vyvolávacia cena:,350 €,JURSA MARTIN (1976),Karol
Poradové číslo:,306,JURSA MARTIN (1976),Cyril
Nevydražené,,JURSA MARTIN (1976),Cyril
Vyvolávacia cena:,350 €,JURSA MARTIN (1976),Cyril
Poradové číslo:,307,ĽUDMILA RAMPÁKOVÁ (1945),Architektom chýba myšlienkový koncept prostredia
Nevydražené,,ĽUDMILA RAMPÁKOVÁ (1945),Architektom chýba myšlienkový koncept prostredia
Vyvolávacia cena:,250 €,ĽUDMILA RAMPÁKOVÁ (1945),Architektom chýba myšlienkový koncept prostredia
Poradové číslo:,308,BARTOŠ PETER (1938),Púť pokračuje od Novoti - po Domové plochy
Nevydražené,,BARTOŠ PETER (1938),Púť pokračuje od Novoti - po Domové plochy
Vyvolávacia cena:,8 000 €,BARTOŠ PETER (1938),Púť pokračuje od Novoti - po Domové plochy
Poradové číslo:,2,HÁLA JAN (1890 - 1959),Kosec
Vyvolávacia cena:,38 000 €,HÁLA JAN (1890 - 1959),Kosec
Konečná cena:,38 000 €,HÁLA JAN (1890 - 1959),Kosec
Poradové číslo:,3,HÁLA JAN (1890 - 1959),Dievčatko so džbánom
Nevydražené,,HÁLA JAN (1890 - 1959),Dievčatko so džbánom
Vyvolávacia cena:,30 000 €,HÁLA JAN (1890 - 1959),Dievčatko so džbánom
Poradové číslo:,4,KAJLICH  AUREL (1901 - 1973),Starý bača
Nevydražené,,KAJLICH  AUREL (1901 - 1973),Starý bača
Vyvolávacia cena:,750 €,KAJLICH  AUREL (1901 - 1973),Starý bača
Poradové číslo:,5,ILEČKO JOZEF (1909 - 1986),Žena vo vetre
Vyvolávacia cena:,Neurčená,ILEČKO JOZEF (1909 - 1986),Žena vo vetre
Konečná cena:,30 €,ILEČKO JOZEF (1909 - 1986),Žena vo vetre
Poradové číslo:,6,BIZMAYER IGNÁC (1922),Chlasták
Vyvolávacia cena:,180 €,BIZMAYER IGNÁC (1922),Chlasták
Konečná cena:,180 €,BIZMAYER IGNÁC (1922),Chlasták
Poradové číslo:,7,ONDREIČKA KAROL (1898 - 1961),Prefíkaný poľovník
Nevydražené,,ONDREIČKA KAROL (1898 - 1961),Prefíkaný poľovník
Vyvolávacia cena:,300 €,ONDREIČKA KAROL (1898 - 1961),Prefíkaný poľovník
Poradové číslo:,8,ONDREIČKA KAROL (1898 - 1961),Prekvapenie
Vyvolávacia cena:,150 €,ONDREIČKA KAROL (1898 - 1961),Prekvapenie
Konečná cena:,150 €,ONDREIČKA KAROL (1898 - 1961),Prekvapenie
Poradové číslo:,9,KRIŽAN ĽUDOVÍT (1900 - 1979),Po práci
Nevydražené,,KRIŽAN ĽUDOVÍT (1900 - 1979),Po práci
Vyvolávacia cena:,1 600 €,KRIŽAN ĽUDOVÍT (1900 - 1979),Po práci
